Any,Comarca,Tipologia,Habitatges,Capacitat,Entitat privada d'iniciativa social_count,Entitat d'iniciativa pública_count,Entitat privada d'iniciativa mercantil_count,Habitatge acumulat,Capacitat acumulada
2005,Urgell,Llar residència,0,0,,,,3,71
2005,Urgell,Residència,0,0,,,,0,0
2005,Val d'Aran,Llar amb suport,0,0,,,,0,0
2005,Val d'Aran,Llar residència,0,0,,,,0,0
2005,Val d'Aran,Residència,0,0,,,,0,0
2005,Vallès Occidental,Llar amb suport,0,0,,,,0,0
2005,Vallès Occidental,Llar residència,2,24,0.0,0.0,2.0,13,181
2005,Vallès Occidental,Residència,0,0,,,,9,570
2005,Vallès Oriental,Llar amb suport,0,0,,,,0,0
2005,Vallès Oriental,Llar residència,0,0,,,,4,59
2005,Vallès Oriental,Residència,0,0,,,,4,136
2006,Alt Camp,Llar amb suport,0,0,,,,0,0
2006,Alt Camp,Llar residència,0,0,,,,1,8
2006,Alt Camp,Residència,0,0,,,,0,0
2006,Alt Empordà,Llar amb suport,0,0,,,,0,0
2006,Alt Empordà,Llar residència,0,0,,,,1,17
2006,Alt Empordà,Residència,0,0,,,,1,44
2006,Alt Penedès,Llar amb suport,0,0,,,,0,0
2006,Alt Penedès,Llar residència,0,0,,,,5,59
2006,Alt Penedès,Residència,0,0,,,,2,48
2006,Alt Urgell,Llar amb suport,0,0,,,,0,0
2006,Alt Urgell,Llar residència,0,0,,,,1,12
2006,Alt Urgell,Residència,0,0,,,,0,0
2006,Alta Ribagorça,Llar amb suport,0,0,,,,0,0
2006,Alta Ribagorça,Llar residència,0,0,,,,0,0
2006,Alta Ribagorça,Residència,0,0,,,,0,0
2006,Anoia,Llar amb suport,0,0,,,,0,0
2006,Anoia,Llar residència,0,0,,,,9,79
2006,Anoia,Residència,0,0,,,,2,47
2006,Bages,Llar amb suport,0,0,,,,0,0
2006,Bages,Llar residència,0,0,,,,9,108
2006,Bages,Residència,1,7,0.0,0.0,1.0,3,104
2006,Baix Camp,Llar amb suport,0,0,,,,0,0
2006,Baix Camp,Llar residència,0,0,,,,2,35
2006,Baix Camp,Residència,0,0,,,,5,376
2006,Baix Ebre,Llar amb suport,0,0,,,,0,0
2006,Baix Ebre,Llar residència,0,0,,,,2,26
2006,Baix Ebre,Residència,0,0,,,,0,0
2006,Baix Empordà,Llar amb suport,0,0,,,,0,0
2006,Baix Empordà,Llar residència,0,0,,,,1,12
2006,Baix Empordà,Residència,0,0,,,,0,0
2006,Baix Llobregat,Llar amb suport,0,0,,,,0,0
2006,Baix Llobregat,Llar residència,1,16,1.0,0.0,0.0,12,204
2006,Baix Llobregat,Residència,1,39,0.0,1.0,0.0,3,139
2006,Baix Penedès,Llar amb suport,0,0,,,,0,0
2006,Baix Penedès,Llar residència,0,0,,,,2,29
2006,Baix Penedès,Residència,0,0,,,,0,0
2006,Barcelonès,Llar amb suport,0,0,,,,1,7
2006,Barcelonès,Llar residència,1,6,0.0,0.0,1.0,39,484
2006,Barcelonès,Residència,0,0,,,,13,474
2006,Berguedà,Llar amb suport,0,0,,,,0,0
2006,Berguedà,Llar residència,0,0,,,,2,12
2006,Berguedà,Residència,0,0,,,,0,0
2006,Cerdanya,Llar amb suport,0,0,,,,0,0
2006,Cerdanya,Llar residència,0,0,,,,0,0
2006,Cerdanya,Residència,0,0,,,,0,0
2006,Conca de Barberà,Llar amb suport,0,0,,,,0,0
2006,Conca de Barberà,Llar residència,0,0,,,,2,25
2006,Conca de Barberà,Residència,0,0,,,,0,0
2006,Garraf,Llar amb suport,0,0,,,,0,0
2006,Garraf,Llar residència,0,0,,,,1,23
2006,Garraf,Residència,0,0,,,,1,60
2006,Garrigues,Llar amb suport,0,0,,,,0,0
2006,Garrigues,Llar residència,0,0,,,,2,40
2006,Garrigues,Residència,0,0,,,,0,0
2006,Garrotxa,Llar amb suport,0,0,,,,0,0
2006,Garrotxa,Llar residència,1,13,0.0,0.0,1.0,3,36
2006,Garrotxa,Residència,0,0,,,,1,22
2006,Gironès,Llar amb suport,0,0,,,,0,0
2006,Gironès,Llar residència,0,0,,,,6,59
2006,Gironès,Residència,0,0,,,,4,124
2006,Lluçanès,Llar amb suport,0,0,,,,0,0
2006,Lluçanès,Llar residència,0,0,,,,0,0
2006,Lluçanès,Residència,0,0,,,,0,0
2006,Maresme,Llar amb suport,0,0,,,,0,0
2006,Maresme,Llar residència,0,0,,,,12,139
2006,Maresme,Residència,0,0,,,,4,248
2006,Moianès,Llar amb suport,0,0,,,,0,0
2006,Moianès,Llar residència,0,0,,,,1,9
2006,Moianès,Residència,0,0,,,,0,0
2006,Montsià,Llar amb suport,0,0,,,,0,0
2006,Montsià,Llar residència,0,0,,,,1,20
2006,Montsià,Residència,0,0,,,,1,31
2006,Noguera,Llar amb suport,0,0,,,,0,0
2006,Noguera,Llar residència,0,0,,,,2,21
2006,Noguera,Residència,0,0,,,,1,34
2006,Osona,Llar amb suport,0,0,,,,0,0
2006,Osona,Llar residència,0,0,,,,2,32
2006,Osona,Residència,0,0,,,,1,56
2006,Pallars Jussà,Llar amb suport,0,0,,,,0,0
2006,Pallars Jussà,Llar residència,0,0,,,,0,0
2006,Pallars Jussà,Residència,0,0,,,,0,0
2006,Pallars Sobirà,Llar amb suport,0,0,,,,0,0
2006,Pallars Sobirà,Llar residència,0,0,,,,0,0
2006,Pallars Sobirà,Residència,0,0,,,,0,0
2006,Pla d'Urgell,Llar amb suport,0,0,,,,0,0
2006,Pla d'Urgell,Llar residència,0,0,,,,1,24
2006,Pla d'Urgell,Residència,0,0,,,,1,25
2006,Pla de l'Estany,Llar amb suport,0,0,,,,0,0
2006,Pla de l'Estany,Llar residència,0,0,,,,1,18
2006,Pla de l'Estany,Residència,0,0,,,,2,30
2006,Priorat,Llar amb suport,0,0,,,,0,0
2006,Priorat,Llar residència,0,0,,,,1,16
2006,Priorat,Residència,0,0,,,,0,0
2006,Ribera d'Ebre,Llar amb suport,0,0,,,,0,0
2006,Ribera d'Ebre,Llar residència,0,0,,,,0,0
2006,Ribera d'Ebre,Residència,0,0,,,,0,0
2006,Ripollès,Llar amb suport,0,0,,,,0,0
2006,Ripollès,Llar residència,0,0,,,,3,29
2006,Ripollès,Residència,0,0,,,,1,26
2006,Segarra,Llar amb suport,0,0,,,,0,0
2006,Segarra,Llar residència,0,0,,,,0,0
2006,Segarra,Residència,0,0,,,,0,0
2006,Segrià,Llar amb suport,0,0,,,,0,0
2006,Segrià,Llar residència,0,0,,,,14,275
2006,Segrià,Residència,0,0,,,,5,300
2006,Selva,Llar amb suport,0,0,,,,0,0
2006,Selva,Llar residència,0,0,,,,4,79
2006,Selva,Residència,0,0,,,,1,79
2006,Solsonès,Llar amb suport,0,0,,,,0,0
2006,Solsonès,Llar residència,0,0,,,,1,21
2006,Solsonès,Residència,0,0,,,,0,0
2006,Tarragonès,Llar amb suport,0,0,,,,0,0
2006,Tarragonès,Llar residència,1,10,0.0,0.0,1.0,5,73
2006,Tarragonès,Residència,0,0,,,,1,24
2006,Terra Alta,Llar amb suport,0,0,,,,0,0
2006,Terra Alta,Llar residència,0,0,,,,0,0
2006,Terra Alta,Residència,0,0,,,,0,0
2006,Urgell,Llar amb suport,0,0,,,,0,0
2006,Urgell,Llar residència,0,0,,,,3,71
2006,Urgell,Residència,0,0,,,,0,0
2006,Val d'Aran,Llar amb suport,0,0,,,,0,0
2006,Val d'Aran,Llar residència,0,0,,,,0,0
2006,Val d'Aran,Residència,0,0,,,,0,0
2006,Vallès Occidental,Llar amb suport,0,0,,,,0,0
2006,Vallès Occidental,Llar residència,1,9,0.0,0.0,1.0,14,190
2006,Vallès Occidental,Residència,0,0,,,,9,570
2006,Vallès Oriental,Llar amb suport,0,0,,,,0,0
2006,Vallès Oriental,Llar residència,0,0,,,,4,59
2006,Vallès Oriental,Residència,0,0,,,,4,136
2007,Alt Camp,Llar amb suport,0,0,,,,0,0
2007,Alt Camp,Llar residència,0,0,,,,1,8
2007,Alt Camp,Residència,0,0,,,,0,0
2007,Alt Empordà,Llar amb suport,0,0,,,,0,0
2007,Alt Empordà,Llar residència,1,16,0.0,0.0,1.0,2,33
2007,Alt Empordà,Residència,0,0,,,,1,44
2007,Alt Penedès,Llar amb suport,0,0,,,,0,0
2007,Alt Penedès,Llar residència,0,0,,,,5,59
2007,Alt Penedès,Residència,0,0,,,,2,48
2007,Alt Urgell,Llar amb suport,0,0,,,,0,0
2007,Alt Urgell,Llar residència,0,0,,,,1,12
2007,Alt Urgell,Residència,0,0,,,,0,0
2007,Alta Ribagorça,Llar amb suport,0,0,,,,0,0
2007,Alta Ribagorça,Llar residència,0,0,,,,0,0
2007,Alta Ribagorça,Residència,0,0,,,,0,0
2007,Anoia,Llar amb suport,0,0,,,,0,0
2007,Anoia,Llar residència,0,0,,,,9,79
2007,Anoia,Residència,0,0,,,,2,47
2007,Bages,Llar amb suport,0,0,,,,0,0
2007,Bages,Llar residència,0,0,,,,9,108
2007,Bages,Residència,0,0,,,,3,104
2007,Baix Camp,Llar amb suport,0,0,,,,0,0
2007,Baix Camp,Llar residència,0,0,,,,2,35
2007,Baix Camp,Residència,0,0,,,,5,376
2007,Baix Ebre,Llar amb suport,0,0,,,,0,0
2007,Baix Ebre,Llar residència,0,0,,,,2,26
2007,Baix Ebre,Residència,0,0,,,,0,0
2007,Baix Empordà,Llar amb suport,0,0,,,,0,0
2007,Baix Empordà,Llar residència,0,0,,,,1,12
2007,Baix Empordà,Residència,0,0,,,,0,0
2007,Baix Llobregat,Llar amb suport,0,0,,,,0,0
2007,Baix Llobregat,Llar residència,0,0,,,,12,204
2007,Baix Llobregat,Residència,1,48,1.0,0.0,0.0,4,187
2007,Baix Penedès,Llar amb suport,0,0,,,,0,0
2007,Baix Penedès,Llar residència,0,0,,,,2,29
2007,Baix Penedès,Residència,0,0,,,,0,0
2007,Barcelonès,Llar amb suport,0,0,,,,1,7
2007,Barcelonès,Llar residència,0,0,,,,39,484
2007,Barcelonès,Residència,0,0,,,,13,474
2007,Berguedà,Llar amb suport,0,0,,,,0,0
2007,Berguedà,Llar residència,0,0,,,,2,12
2007,Berguedà,Residència,1,60,0.0,1.0,0.0,1,60
2007,Cerdanya,Llar amb suport,0,0,,,,0,0
2007,Cerdanya,Llar residència,0,0,,,,0,0
2007,Cerdanya,Residència,0,0,,,,0,0
2007,Conca de Barberà,Llar amb suport,0,0,,,,0,0
2007,Conca de Barberà,Llar residència,0,0,,,,2,25
2007,Conca de Barberà,Residència,0,0,,,,0,0
2007,Garraf,Llar amb suport,0,0,,,,0,0
2007,Garraf,Llar residència,0,0,,,,1,23
2007,Garraf,Residència,0,0,,,,1,60
2007,Garrigues,Llar amb suport,0,0,,,,0,0
2007,Garrigues,Llar residència,0,0,,,,2,40
2007,Garrigues,Residència,0,0,,,,0,0
2007,Garrotxa,Llar amb suport,0,0,,,,0,0
2007,Garrotxa,Llar residència,0,0,,,,3,36
2007,Garrotxa,Residència,0,0,,,,1,22
2007,Gironès,Llar amb suport,0,0,,,,0,0
2007,Gironès,Llar residència,1,9,0.0,0.0,1.0,7,68
2007,Gironès,Residència,0,0,,,,4,124
2007,Lluçanès,Llar amb suport,0,0,,,,0,0
2007,Lluçanès,Llar residència,0,0,,,,0,0
2007,Lluçanès,Residència,0,0,,,,0,0
2007,Maresme,Llar amb suport,0,0,,,,0,0
2007,Maresme,Llar residència,0,0,,,,12,139
2007,Maresme,Residència,0,0,,,,4,248
2007,Moianès,Llar amb suport,0,0,,,,0,0
2007,Moianès,Llar residència,0,0,,,,1,9
2007,Moianès,Residència,0,0,,,,0,0
2007,Montsià,Llar amb suport,0,0,,,,0,0
2007,Montsià,Llar residència,1,12,0.0,0.0,1.0,2,32
2007,Montsià,Residència,0,0,,,,1,31
2007,Noguera,Llar amb suport,0,0,,,,0,0
2007,Noguera,Llar residència,0,0,,,,2,21
2007,Noguera,Residència,0,0,,,,1,34
2007,Osona,Llar amb suport,0,0,,,,0,0
2007,Osona,Llar residència,0,0,,,,2,32
2007,Osona,Residència,0,0,,,,1,56
2007,Pallars Jussà,Llar amb suport,0,0,,,,0,0
2007,Pallars Jussà,Llar residència,0,0,,,,0,0
2007,Pallars Jussà,Residència,0,0,,,,0,0
2007,Pallars Sobirà,Llar amb suport,0,0,,,,0,0
2007,Pallars Sobirà,Llar residència,0,0,,,,0,0
2007,Pallars Sobirà,Residència,0,0,,,,0,0
2007,Pla d'Urgell,Llar amb suport,0,0,,,,0,0
2007,Pla d'Urgell,Llar residència,0,0,,,,1,24
2007,Pla d'Urgell,Residència,0,0,,,,1,25
2007,Pla de l'Estany,Llar amb suport,0,0,,,,0,0
2007,Pla de l'Estany,Llar residència,0,0,,,,1,18
2007,Pla de l'Estany,Residència,0,0,,,,2,30
2007,Priorat,Llar amb suport,0,0,,,,0,0
2007,Priorat,Llar residència,0,0,,,,1,16
2007,Priorat,Residència,0,0,,,,0,0
2007,Ribera d'Ebre,Llar amb suport,0,0,,,,0,0
2007,Ribera d'Ebre,Llar residència,0,0,,,,0,0
2007,Ribera d'Ebre,Residència,0,0,,,,0,0
2007,Ripollès,Llar amb suport,0,0,,,,0,0
2007,Ripollès,Llar residència,1,18,0.0,0.0,1.0,4,47
2007,Ripollès,Residència,0,0,,,,1,26
2007,Segarra,Llar amb suport,0,0,,,,0,0
2007,Segarra,Llar residència,0,0,,,,0,0
2007,Segarra,Residència,0,0,,,,0,0
2007,Segrià,Llar amb suport,0,0,,,,0,0
2007,Segrià,Llar residència,1,24,0.0,0.0,1.0,15,299
2007,Segrià,Residència,0,0,,,,5,300
2007,Selva,Llar amb suport,0,0,,,,0,0
2007,Selva,Llar residència,0,0,,,,4,79
2007,Selva,Residència,0,0,,,,1,79
2007,Solsonès,Llar amb suport,0,0,,,,0,0
2007,Solsonès,Llar residència,0,0,,,,1,21
2007,Solsonès,Residència,0,0,,,,0,0
2007,Tarragonès,Llar amb suport,0,0,,,,0,0
2007,Tarragonès,Llar residència,0,0,,,,5,73
2007,Tarragonès,Residència,0,0,,,,1,24
2007,Terra Alta,Llar amb suport,0,0,,,,0,0
2007,Terra Alta,Llar residència,0,0,,,,0,0
2007,Terra Alta,Residència,0,0,,,,0,0
2007,Urgell,Llar amb suport,0,0,,,,0,0
2007,Urgell,Llar residència,0,0,,,,3,71
2007,Urgell,Residència,0,0,,,,0,0
2007,Val d'Aran,Llar amb suport,0,0,,,,0,0
2007,Val d'Aran,Llar residència,0,0,,,,0,0
2007,Val d'Aran,Residència,0,0,,,,0,0
2007,Vallès Occidental,Llar amb suport,0,0,,,,0,0
2007,Vallès Occidental,Llar residència,0,0,,,,14,190
2007,Vallès Occidental,Residència,0,0,,,,9,570
2007,Vallès Oriental,Llar amb suport,0,0,,,,0,0
2007,Vallès Oriental,Llar residència,1,18,0.0,0.0,1.0,5,77
2007,Vallès Oriental,Residència,0,0,,,,4,136
2008,Alt Camp,Llar amb suport,0,0,,,,0,0
2008,Alt Camp,Llar residència,0,0,,,,1,8
2008,Alt Camp,Residència,0,0,,,,0,0
2008,Alt Empordà,Llar amb suport,0,0,,,,0,0
2008,Alt Empordà,Llar residència,0,0,,,,2,33
2008,Alt Empordà,Residència,0,0,,,,1,44
2008,Alt Penedès,Llar amb suport,0,0,,,,0,0
2008,Alt Penedès,Llar residència,0,0,,,,5,59
2008,Alt Penedès,Residència,0,0,,,,2,48
2008,Alt Urgell,Llar amb suport,0,0,,,,0,0
2008,Alt Urgell,Llar residència,0,0,,,,1,12
2008,Alt Urgell,Residència,0,0,,,,0,0
2008,Alta Ribagorça,Llar amb suport,0,0,,,,0,0
2008,Alta Ribagorça,Llar residència,0,0,,,,0,0
2008,Alta Ribagorça,Residència,0,0,,,,0,0
2008,Anoia,Llar amb suport,0,0,,,,0,0
2008,Anoia,Llar residència,0,0,,,,9,79
2008,Anoia,Residència,1,16,0.0,0.0,1.0,3,63
2008,Bages,Llar amb suport,0,0,,,,0,0
2008,Bages,Llar residència,0,0,,,,9,108
2008,Bages,Residència,2,37,0.0,0.0,2.0,5,141
2008,Baix Camp,Llar amb suport,0,0,,,,0,0
2008,Baix Camp,Llar residència,1,18,0.0,0.0,1.0,3,53
2008,Baix Camp,Residència,0,0,,,,5,376
2008,Baix Ebre,Llar amb suport,0,0,,,,0,0
2008,Baix Ebre,Llar residència,0,0,,,,2,26
2008,Baix Ebre,Residència,0,0,,,,0,0
2008,Baix Empordà,Llar amb suport,0,0,,,,0,0
2008,Baix Empordà,Llar residència,0,0,,,,1,12
2008,Baix Empordà,Residència,1,16,0.0,0.0,1.0,1,16
2008,Baix Llobregat,Llar amb suport,0,0,,,,0,0
2008,Baix Llobregat,Llar residència,0,0,,,,12,204
2008,Baix Llobregat,Residència,1,29,0.0,0.0,1.0,5,216
2008,Baix Penedès,Llar amb suport,0,0,,,,0,0
2008,Baix Penedès,Llar residència,0,0,,,,2,29
2008,Baix Penedès,Residència,0,0,,,,0,0
2008,Barcelonès,Llar amb suport,0,0,,,,1,7
2008,Barcelonès,Llar residència,0,0,,,,39,484
2008,Barcelonès,Residència,1,8,0.0,0.0,1.0,14,482
2008,Berguedà,Llar amb suport,0,0,,,,0,0
2008,Berguedà,Llar residència,0,0,,,,2,12
2008,Berguedà,Residència,0,0,,,,1,60
2008,Cerdanya,Llar amb suport,0,0,,,,0,0
2008,Cerdanya,Llar residència,0,0,,,,0,0
2008,Cerdanya,Residència,0,0,,,,0,0
2008,Conca de Barberà,Llar amb suport,0,0,,,,0,0
2008,Conca de Barberà,Llar residència,0,0,,,,2,25
2008,Conca de Barberà,Residència,0,0,,,,0,0
2008,Garraf,Llar amb suport,0,0,,,,0,0
2008,Garraf,Llar residència,0,0,,,,1,23
2008,Garraf,Residència,0,0,,,,1,60
2008,Garrigues,Llar amb suport,0,0,,,,0,0
2008,Garrigues,Llar residència,0,0,,,,2,40
2008,Garrigues,Residència,0,0,,,,0,0
2008,Garrotxa,Llar amb suport,0,0,,,,0,0
2008,Garrotxa,Llar residència,0,0,,,,3,36
2008,Garrotxa,Residència,0,0,,,,1,22
2008,Gironès,Llar amb suport,0,0,,,,0,0
2008,Gironès,Llar residència,0,0,,,,7,68
2008,Gironès,Residència,1,30,1.0,0.0,0.0,5,154
2008,Lluçanès,Llar amb suport,0,0,,,,0,0
2008,Lluçanès,Llar residència,0,0,,,,0,0
2008,Lluçanès,Residència,0,0,,,,0,0
2008,Maresme,Llar amb suport,0,0,,,,0,0
2008,Maresme,Llar residència,0,0,,,,12,139
2008,Maresme,Residència,0,0,,,,4,248
2008,Moianès,Llar amb suport,0,0,,,,0,0
2008,Moianès,Llar residència,0,0,,,,1,9
2008,Moianès,Residència,0,0,,,,0,0
2008,Montsià,Llar amb suport,0,0,,,,0,0
2008,Montsià,Llar residència,0,0,,,,2,32
2008,Montsià,Residència,0,0,,,,1,31
2008,Noguera,Llar amb suport,0,0,,,,0,0
2008,Noguera,Llar residència,0,0,,,,2,21
2008,Noguera,Residència,0,0,,,,1,34
2008,Osona,Llar amb suport,0,0,,,,0,0
2008,Osona,Llar residència,0,0,,,,2,32
2008,Osona,Residència,0,0,,,,1,56
2008,Pallars Jussà,Llar amb suport,0,0,,,,0,0
2008,Pallars Jussà,Llar residència,0,0,,,,0,0
2008,Pallars Jussà,Residència,0,0,,,,0,0
2008,Pallars Sobirà,Llar amb suport,0,0,,,,0,0
2008,Pallars Sobirà,Llar residència,0,0,,,,0,0
2008,Pallars Sobirà,Residència,0,0,,,,0,0
2008,Pla d'Urgell,Llar amb suport,0,0,,,,0,0
2008,Pla d'Urgell,Llar residència,0,0,,,,1,24
2008,Pla d'Urgell,Residència,1,10,0.0,0.0,1.0,2,35
2008,Pla de l'Estany,Llar amb suport,0,0,,,,0,0
2008,Pla de l'Estany,Llar residència,0,0,,,,1,18
2008,Pla de l'Estany,Residència,0,0,,,,2,30
2008,Priorat,Llar amb suport,0,0,,,,0,0
2008,Priorat,Llar residència,0,0,,,,1,16
2008,Priorat,Residència,0,0,,,,0,0
2008,Ribera d'Ebre,Llar amb suport,0,0,,,,0,0
2008,Ribera d'Ebre,Llar residència,0,0,,,,0,0
2008,Ribera d'Ebre,Residència,0,0,,,,0,0
2008,Ripollès,Llar amb suport,0,0,,,,0,0
2008,Ripollès,Llar residència,0,0,,,,4,47
2008,Ripollès,Residència,0,0,,,,1,26
2008,Segarra,Llar amb suport,0,0,,,,0,0
2008,Segarra,Llar residència,0,0,,,,0,0
2008,Segarra,Residència,0,0,,,,0,0
2008,Segrià,Llar amb suport,0,0,,,,0,0
2008,Segrià,Llar residència,1,10,0.0,0.0,1.0,16,309
2008,Segrià,Residència,0,0,,,,5,300
2008,Selva,Llar amb suport,0,0,,,,0,0
2008,Selva,Llar residència,0,0,,,,4,79
2008,Selva,Residència,0,0,,,,1,79
2008,Solsonès,Llar amb suport,0,0,,,,0,0
2008,Solsonès,Llar residència,0,0,,,,1,21
2008,Solsonès,Residència,0,0,,,,0,0
2008,Tarragonès,Llar amb suport,0,0,,,,0,0
2008,Tarragonès,Llar residència,0,0,,,,5,73
2008,Tarragonès,Residència,0,0,,,,1,24
2008,Terra Alta,Llar amb suport,0,0,,,,0,0
2008,Terra Alta,Llar residència,0,0,,,,0,0
2008,Terra Alta,Residència,0,0,,,,0,0
2008,Urgell,Llar amb suport,0,0,,,,0,0
2008,Urgell,Llar residència,0,0,,,,3,71
2008,Urgell,Residència,0,0,,,,0,0
2008,Val d'Aran,Llar amb suport,0,0,,,,0,0
2008,Val d'Aran,Llar residència,0,0,,,,0,0
2008,Val d'Aran,Residència,0,0,,,,0,0
2008,Vallès Occidental,Llar amb suport,0,0,,,,0,0
2008,Vallès Occidental,Llar residència,1,12,1.0,0.0,0.0,15,202
2008,Vallès Occidental,Residència,0,0,,,,9,570
2008,Vallès Oriental,Llar amb suport,0,0,,,,0,0
2008,Vallès Oriental,Llar residència,0,0,,,,5,77
2008,Vallès Oriental,Residència,0,0,,,,4,136
2009,Alt Camp,Llar amb suport,0,0,,,,0,0
2009,Alt Camp,Llar residència,0,0,,,,1,8
2009,Alt Camp,Residència,0,0,,,,0,0
2009,Alt Empordà,Llar amb suport,0,0,,,,0,0
2009,Alt Empordà,Llar residència,0,0,,,,2,33
2009,Alt Empordà,Residència,0,0,,,,1,44
2009,Alt Penedès,Llar amb suport,0,0,,,,0,0
2009,Alt Penedès,Llar residència,0,0,,,,5,59
2009,Alt Penedès,Residència,1,18,0.0,0.0,1.0,3,66
2009,Alt Urgell,Llar amb suport,0,0,,,,0,0
2009,Alt Urgell,Llar residència,0,0,,,,1,12
2009,Alt Urgell,Residència,0,0,,,,0,0
2009,Alta Ribagorça,Llar amb suport,0,0,,,,0,0
2009,Alta Ribagorça,Llar residència,0,0,,,,0,0
2009,Alta Ribagorça,Residència,0,0,,,,0,0
2009,Anoia,Llar amb suport,0,0,,,,0,0
2009,Anoia,Llar residència,0,0,,,,9,79
2009,Anoia,Residència,0,0,,,,3,63
2009,Bages,Llar amb suport,0,0,,,,0,0
2009,Bages,Llar residència,0,0,,,,9,108
2009,Bages,Residència,0,0,,,,5,141
2009,Baix Camp,Llar amb suport,0,0,,,,0,0
2009,Baix Camp,Llar residència,1,12,0.0,0.0,1.0,4,65
2009,Baix Camp,Residència,0,0,,,,5,376
2009,Baix Ebre,Llar amb suport,0,0,,,,0,0
2009,Baix Ebre,Llar residència,1,24,0.0,0.0,1.0,3,50
2009,Baix Ebre,Residència,0,0,,,,0,0
2009,Baix Empordà,Llar amb suport,0,0,,,,0,0
2009,Baix Empordà,Llar residència,0,0,,,,1,12
2009,Baix Empordà,Residència,0,0,,,,1,16
2009,Baix Llobregat,Llar amb suport,0,0,,,,0,0
2009,Baix Llobregat,Llar residència,0,0,,,,12,204
2009,Baix Llobregat,Residència,0,0,,,,5,216
2009,Baix Penedès,Llar amb suport,0,0,,,,0,0
2009,Baix Penedès,Llar residència,0,0,,,,2,29
2009,Baix Penedès,Residència,0,0,,,,0,0
2009,Barcelonès,Llar amb suport,0,0,,,,1,7
2009,Barcelonès,Llar residència,3,49,0.0,0.0,3.0,42,533
2009,Barcelonès,Residència,0,0,,,,14,482
2009,Berguedà,Llar amb suport,0,0,,,,0,0
2009,Berguedà,Llar residència,0,0,,,,2,12
2009,Berguedà,Residència,0,0,,,,1,60
2009,Cerdanya,Llar amb suport,0,0,,,,0,0
2009,Cerdanya,Llar residència,1,8,0.0,0.0,1.0,1,8
2009,Cerdanya,Residència,0,0,,,,0,0
2009,Conca de Barberà,Llar amb suport,0,0,,,,0,0
2009,Conca de Barberà,Llar residència,0,0,,,,2,25
2009,Conca de Barberà,Residència,0,0,,,,0,0
2009,Garraf,Llar amb suport,0,0,,,,0,0
2009,Garraf,Llar residència,0,0,,,,1,23
2009,Garraf,Residència,0,0,,,,1,60
2009,Garrigues,Llar amb suport,0,0,,,,0,0
2009,Garrigues,Llar residència,0,0,,,,2,40
2009,Garrigues,Residència,0,0,,,,0,0
2009,Garrotxa,Llar amb suport,0,0,,,,0,0
2009,Garrotxa,Llar residència,0,0,,,,3,36
2009,Garrotxa,Residència,0,0,,,,1,22
2009,Gironès,Llar amb suport,0,0,,,,0,0
2009,Gironès,Llar residència,1,18,0.0,0.0,1.0,8,86
2009,Gironès,Residència,1,30,0.0,0.0,1.0,6,184
2009,Lluçanès,Llar amb suport,0,0,,,,0,0
2009,Lluçanès,Llar residència,0,0,,,,0,0
2009,Lluçanès,Residència,0,0,,,,0,0
2009,Maresme,Llar amb suport,0,0,,,,0,0
2009,Maresme,Llar residència,0,0,,,,12,139
2009,Maresme,Residència,0,0,,,,4,248
2009,Moianès,Llar amb suport,0,0,,,,0,0
2009,Moianès,Llar residència,0,0,,,,1,9
2009,Moianès,Residència,0,0,,,,0,0
2009,Montsià,Llar amb suport,0,0,,,,0,0
2009,Montsià,Llar residència,0,0,,,,2,32
2009,Montsià,Residència,0,0,,,,1,31
2009,Noguera,Llar amb suport,0,0,,,,0,0
2009,Noguera,Llar residència,1,12,0.0,0.0,1.0,3,33
2009,Noguera,Residència,0,0,,,,1,34
2009,Osona,Llar amb suport,0,0,,,,0,0
2009,Osona,Llar residència,0,0,,,,2,32
2009,Osona,Residència,0,0,,,,1,56
2009,Pallars Jussà,Llar amb suport,0,0,,,,0,0
2009,Pallars Jussà,Llar residència,0,0,,,,0,0
2009,Pallars Jussà,Residència,0,0,,,,0,0
2009,Pallars Sobirà,Llar amb suport,0,0,,,,0,0
2009,Pallars Sobirà,Llar residència,0,0,,,,0,0
2009,Pallars Sobirà,Residència,0,0,,,,0,0
2009,Pla d'Urgell,Llar amb suport,0,0,,,,0,0
2009,Pla d'Urgell,Llar residència,1,24,0.0,0.0,1.0,2,48
2009,Pla d'Urgell,Residència,0,0,,,,2,35
2009,Pla de l'Estany,Llar amb suport,0,0,,,,0,0
2009,Pla de l'Estany,Llar residència,0,0,,,,1,18
2009,Pla de l'Estany,Residència,0,0,,,,2,30
2009,Priorat,Llar amb suport,0,0,,,,0,0
2009,Priorat,Llar residència,0,0,,,,1,16
2009,Priorat,Residència,0,0,,,,0,0
2009,Ribera d'Ebre,Llar amb suport,0,0,,,,0,0
2009,Ribera d'Ebre,Llar residència,0,0,,,,0,0
2009,Ribera d'Ebre,Residència,0,0,,,,0,0
2009,Ripollès,Llar amb suport,0,0,,,,0,0
2009,Ripollès,Llar residència,0,0,,,,4,47
2009,Ripollès,Residència,0,0,,,,1,26
2009,Segarra,Llar amb suport,0,0,,,,0,0
2009,Segarra,Llar residència,0,0,,,,0,0
2009,Segarra,Residència,0,0,,,,0,0
2009,Segrià,Llar amb suport,0,0,,,,0,0
2009,Segrià,Llar residència,0,0,,,,16,309
2009,Segrià,Residència,0,0,,,,5,300
