Any,Comarca,Tipologia,Habitatges,Capacitat,Entitat privada d'iniciativa social_count,Entitat d'iniciativa pública_count,Entitat privada d'iniciativa mercantil_count,Habitatge acumulat,Capacitat acumulada
1997,Pallars Sobirà,Residència,0,0,,,,0,0
1997,Pla d'Urgell,Llar amb suport,0,0,,,,0,0
1997,Pla d'Urgell,Llar residència,0,0,,,,0,0
1997,Pla d'Urgell,Residència,1,25,0.0,0.0,1.0,1,25
1997,Pla de l'Estany,Llar amb suport,0,0,,,,0,0
1997,Pla de l'Estany,Llar residència,0,0,,,,0,0
1997,Pla de l'Estany,Residència,0,0,,,,1,8
1997,Priorat,Llar amb suport,0,0,,,,0,0
1997,Priorat,Llar residència,0,0,,,,0,0
1997,Priorat,Residència,0,0,,,,0,0
1997,Ribera d'Ebre,Llar amb suport,0,0,,,,0,0
1997,Ribera d'Ebre,Llar residència,0,0,,,,0,0
1997,Ribera d'Ebre,Residència,0,0,,,,0,0
1997,Ripollès,Llar amb suport,0,0,,,,0,0
1997,Ripollès,Llar residència,1,11,0.0,0.0,1.0,1,11
1997,Ripollès,Residència,0,0,,,,1,26
1997,Segarra,Llar amb suport,0,0,,,,0,0
1997,Segarra,Llar residència,0,0,,,,0,0
1997,Segarra,Residència,0,0,,,,0,0
1997,Segrià,Llar amb suport,0,0,,,,0,0
1997,Segrià,Llar residència,0,0,,,,7,179
1997,Segrià,Residència,0,0,,,,3,208
1997,Selva,Llar amb suport,0,0,,,,0,0
1997,Selva,Llar residència,0,0,,,,3,67
1997,Selva,Residència,0,0,,,,1,79
1997,Solsonès,Llar amb suport,0,0,,,,0,0
1997,Solsonès,Llar residència,0,0,,,,0,0
1997,Solsonès,Residència,0,0,,,,0,0
1997,Tarragonès,Llar amb suport,0,0,,,,0,0
1997,Tarragonès,Llar residència,0,0,,,,0,0
1997,Tarragonès,Residència,0,0,,,,0,0
1997,Terra Alta,Llar amb suport,0,0,,,,0,0
1997,Terra Alta,Llar residència,0,0,,,,0,0
1997,Terra Alta,Residència,0,0,,,,0,0
1997,Urgell,Llar amb suport,0,0,,,,0,0
1997,Urgell,Llar residència,0,0,,,,2,31
1997,Urgell,Residència,0,0,,,,0,0
1997,Val d'Aran,Llar amb suport,0,0,,,,0,0
1997,Val d'Aran,Llar residència,0,0,,,,0,0
1997,Val d'Aran,Residència,0,0,,,,0,0
1997,Vallès Occidental,Llar amb suport,0,0,,,,0,0
1997,Vallès Occidental,Llar residència,0,0,,,,10,132
1997,Vallès Occidental,Residència,0,0,,,,9,570
1997,Vallès Oriental,Llar amb suport,0,0,,,,0,0
1997,Vallès Oriental,Llar residència,1,24,0.0,0.0,1.0,2,32
1997,Vallès Oriental,Residència,0,0,,,,3,106
1998,Alt Camp,Llar amb suport,0,0,,,,0,0
1998,Alt Camp,Llar residència,0,0,,,,0,0
1998,Alt Camp,Residència,0,0,,,,0,0
1998,Alt Empordà,Llar amb suport,0,0,,,,0,0
1998,Alt Empordà,Llar residència,0,0,,,,1,17
1998,Alt Empordà,Residència,0,0,,,,1,44
1998,Alt Penedès,Llar amb suport,0,0,,,,0,0
1998,Alt Penedès,Llar residència,0,0,,,,5,59
1998,Alt Penedès,Residència,1,15,0.0,0.0,1.0,1,15
1998,Alt Urgell,Llar amb suport,0,0,,,,0,0
1998,Alt Urgell,Llar residència,0,0,,,,1,12
1998,Alt Urgell,Residència,0,0,,,,0,0
1998,Alta Ribagorça,Llar amb suport,0,0,,,,0,0
1998,Alta Ribagorça,Llar residència,0,0,,,,0,0
1998,Alta Ribagorça,Residència,0,0,,,,0,0
1998,Anoia,Llar amb suport,0,0,,,,0,0
1998,Anoia,Llar residència,0,0,,,,9,79
1998,Anoia,Residència,0,0,,,,2,47
1998,Bages,Llar amb suport,0,0,,,,0,0
1998,Bages,Llar residència,0,0,,,,5,60
1998,Bages,Residència,0,0,,,,1,67
1998,Baix Camp,Llar amb suport,0,0,,,,0,0
1998,Baix Camp,Llar residència,0,0,,,,0,0
1998,Baix Camp,Residència,0,0,,,,5,376
1998,Baix Ebre,Llar amb suport,0,0,,,,0,0
1998,Baix Ebre,Llar residència,0,0,,,,1,14
1998,Baix Ebre,Residència,0,0,,,,0,0
1998,Baix Empordà,Llar amb suport,0,0,,,,0,0
1998,Baix Empordà,Llar residència,0,0,,,,0,0
1998,Baix Empordà,Residència,0,0,,,,0,0
1998,Baix Llobregat,Llar amb suport,0,0,,,,0,0
1998,Baix Llobregat,Llar residència,0,0,,,,6,119
1998,Baix Llobregat,Residència,0,0,,,,2,100
1998,Baix Penedès,Llar amb suport,0,0,,,,0,0
1998,Baix Penedès,Llar residència,0,0,,,,2,29
1998,Baix Penedès,Residència,0,0,,,,0,0
1998,Barcelonès,Llar amb suport,0,0,,,,0,0
1998,Barcelonès,Llar residència,0,0,,,,24,303
1998,Barcelonès,Residència,0,0,,,,10,430
1998,Berguedà,Llar amb suport,0,0,,,,0,0
1998,Berguedà,Llar residència,1,6,0.0,0.0,1.0,2,12
1998,Berguedà,Residència,0,0,,,,0,0
1998,Cerdanya,Llar amb suport,0,0,,,,0,0
1998,Cerdanya,Llar residència,0,0,,,,0,0
1998,Cerdanya,Residència,0,0,,,,0,0
1998,Conca de Barberà,Llar amb suport,0,0,,,,0,0
1998,Conca de Barberà,Llar residència,0,0,,,,0,0
1998,Conca de Barberà,Residència,0,0,,,,0,0
1998,Garraf,Llar amb suport,0,0,,,,0,0
1998,Garraf,Llar residència,0,0,,,,1,23
1998,Garraf,Residència,0,0,,,,0,0
1998,Garrigues,Llar amb suport,0,0,,,,0,0
1998,Garrigues,Llar residència,0,0,,,,1,20
1998,Garrigues,Residència,0,0,,,,0,0
1998,Garrotxa,Llar amb suport,0,0,,,,0,0
1998,Garrotxa,Llar residència,0,0,,,,2,23
1998,Garrotxa,Residència,0,0,,,,0,0
1998,Gironès,Llar amb suport,0,0,,,,0,0
1998,Gironès,Llar residència,1,3,0.0,0.0,1.0,3,23
1998,Gironès,Residència,0,0,,,,3,116
1998,Lluçanès,Llar amb suport,0,0,,,,0,0
1998,Lluçanès,Llar residència,0,0,,,,0,0
1998,Lluçanès,Residència,0,0,,,,0,0
1998,Maresme,Llar amb suport,0,0,,,,0,0
1998,Maresme,Llar residència,1,14,0.0,0.0,1.0,9,91
1998,Maresme,Residència,0,0,,,,4,248
1998,Moianès,Llar amb suport,0,0,,,,0,0
1998,Moianès,Llar residència,0,0,,,,1,9
1998,Moianès,Residència,0,0,,,,0,0
1998,Montsià,Llar amb suport,0,0,,,,0,0
1998,Montsià,Llar residència,0,0,,,,0,0
1998,Montsià,Residència,0,0,,,,1,31
1998,Noguera,Llar amb suport,0,0,,,,0,0
1998,Noguera,Llar residència,0,0,,,,2,21
1998,Noguera,Residència,0,0,,,,1,34
1998,Osona,Llar amb suport,0,0,,,,0,0
1998,Osona,Llar residència,0,0,,,,0,0
1998,Osona,Residència,0,0,,,,0,0
1998,Pallars Jussà,Llar amb suport,0,0,,,,0,0
1998,Pallars Jussà,Llar residència,0,0,,,,0,0
1998,Pallars Jussà,Residència,0,0,,,,0,0
1998,Pallars Sobirà,Llar amb suport,0,0,,,,0,0
1998,Pallars Sobirà,Llar residència,0,0,,,,0,0
1998,Pallars Sobirà,Residència,0,0,,,,0,0
1998,Pla d'Urgell,Llar amb suport,0,0,,,,0,0
1998,Pla d'Urgell,Llar residència,1,24,0.0,0.0,1.0,1,24
1998,Pla d'Urgell,Residència,0,0,,,,1,25
1998,Pla de l'Estany,Llar amb suport,0,0,,,,0,0
1998,Pla de l'Estany,Llar residència,0,0,,,,0,0
1998,Pla de l'Estany,Residència,0,0,,,,1,8
1998,Priorat,Llar amb suport,0,0,,,,0,0
1998,Priorat,Llar residència,0,0,,,,0,0
1998,Priorat,Residència,0,0,,,,0,0
1998,Ribera d'Ebre,Llar amb suport,0,0,,,,0,0
1998,Ribera d'Ebre,Llar residència,0,0,,,,0,0
1998,Ribera d'Ebre,Residència,0,0,,,,0,0
1998,Ripollès,Llar amb suport,0,0,,,,0,0
1998,Ripollès,Llar residència,0,0,,,,1,11
1998,Ripollès,Residència,0,0,,,,1,26
1998,Segarra,Llar amb suport,0,0,,,,0,0
1998,Segarra,Llar residència,0,0,,,,0,0
1998,Segarra,Residència,0,0,,,,0,0
1998,Segrià,Llar amb suport,0,0,,,,0,0
1998,Segrià,Llar residència,0,0,,,,7,179
1998,Segrià,Residència,0,0,,,,3,208
1998,Selva,Llar amb suport,0,0,,,,0,0
1998,Selva,Llar residència,0,0,,,,3,67
1998,Selva,Residència,0,0,,,,1,79
1998,Solsonès,Llar amb suport,0,0,,,,0,0
1998,Solsonès,Llar residència,0,0,,,,0,0
1998,Solsonès,Residència,0,0,,,,0,0
1998,Tarragonès,Llar amb suport,0,0,,,,0,0
1998,Tarragonès,Llar residència,0,0,,,,0,0
1998,Tarragonès,Residència,0,0,,,,0,0
1998,Terra Alta,Llar amb suport,0,0,,,,0,0
1998,Terra Alta,Llar residència,0,0,,,,0,0
1998,Terra Alta,Residència,0,0,,,,0,0
1998,Urgell,Llar amb suport,0,0,,,,0,0
1998,Urgell,Llar residència,0,0,,,,2,31
1998,Urgell,Residència,0,0,,,,0,0
1998,Val d'Aran,Llar amb suport,0,0,,,,0,0
1998,Val d'Aran,Llar residència,0,0,,,,0,0
1998,Val d'Aran,Residència,0,0,,,,0,0
1998,Vallès Occidental,Llar amb suport,0,0,,,,0,0
1998,Vallès Occidental,Llar residència,0,0,,,,10,132
1998,Vallès Occidental,Residència,0,0,,,,9,570
1998,Vallès Oriental,Llar amb suport,0,0,,,,0,0
1998,Vallès Oriental,Llar residència,0,0,,,,2,32
1998,Vallès Oriental,Residència,0,0,,,,3,106
1999,Alt Camp,Llar amb suport,0,0,,,,0,0
1999,Alt Camp,Llar residència,0,0,,,,0,0
1999,Alt Camp,Residència,0,0,,,,0,0
1999,Alt Empordà,Llar amb suport,0,0,,,,0,0
1999,Alt Empordà,Llar residència,0,0,,,,1,17
1999,Alt Empordà,Residència,0,0,,,,1,44
1999,Alt Penedès,Llar amb suport,0,0,,,,0,0
1999,Alt Penedès,Llar residència,0,0,,,,5,59
1999,Alt Penedès,Residència,0,0,,,,1,15
1999,Alt Urgell,Llar amb suport,0,0,,,,0,0
1999,Alt Urgell,Llar residència,0,0,,,,1,12
1999,Alt Urgell,Residència,0,0,,,,0,0
1999,Alta Ribagorça,Llar amb suport,0,0,,,,0,0
1999,Alta Ribagorça,Llar residència,0,0,,,,0,0
1999,Alta Ribagorça,Residència,0,0,,,,0,0
1999,Anoia,Llar amb suport,0,0,,,,0,0
1999,Anoia,Llar residència,0,0,,,,9,79
1999,Anoia,Residència,0,0,,,,2,47
1999,Bages,Llar amb suport,0,0,,,,0,0
1999,Bages,Llar residència,1,6,0.0,0.0,1.0,6,66
1999,Bages,Residència,0,0,,,,1,67
1999,Baix Camp,Llar amb suport,0,0,,,,0,0
1999,Baix Camp,Llar residència,0,0,,,,0,0
1999,Baix Camp,Residència,0,0,,,,5,376
1999,Baix Ebre,Llar amb suport,0,0,,,,0,0
1999,Baix Ebre,Llar residència,0,0,,,,1,14
1999,Baix Ebre,Residència,0,0,,,,0,0
1999,Baix Empordà,Llar amb suport,0,0,,,,0,0
1999,Baix Empordà,Llar residència,0,0,,,,0,0
1999,Baix Empordà,Residència,0,0,,,,0,0
1999,Baix Llobregat,Llar amb suport,0,0,,,,0,0
1999,Baix Llobregat,Llar residència,0,0,,,,6,119
1999,Baix Llobregat,Residència,0,0,,,,2,100
1999,Baix Penedès,Llar amb suport,0,0,,,,0,0
1999,Baix Penedès,Llar residència,0,0,,,,2,29
1999,Baix Penedès,Residència,0,0,,,,0,0
1999,Barcelonès,Llar amb suport,0,0,,,,0,0
1999,Barcelonès,Llar residència,1,10,0.0,0.0,1.0,25,313
1999,Barcelonès,Residència,0,0,,,,10,430
1999,Berguedà,Llar amb suport,0,0,,,,0,0
1999,Berguedà,Llar residència,0,0,,,,2,12
1999,Berguedà,Residència,0,0,,,,0,0
1999,Cerdanya,Llar amb suport,0,0,,,,0,0
1999,Cerdanya,Llar residència,0,0,,,,0,0
1999,Cerdanya,Residència,0,0,,,,0,0
1999,Conca de Barberà,Llar amb suport,0,0,,,,0,0
1999,Conca de Barberà,Llar residència,0,0,,,,0,0
1999,Conca de Barberà,Residència,0,0,,,,0,0
1999,Garraf,Llar amb suport,0,0,,,,0,0
1999,Garraf,Llar residència,0,0,,,,1,23
1999,Garraf,Residència,0,0,,,,0,0
1999,Garrigues,Llar amb suport,0,0,,,,0,0
1999,Garrigues,Llar residència,0,0,,,,1,20
1999,Garrigues,Residència,0,0,,,,0,0
1999,Garrotxa,Llar amb suport,0,0,,,,0,0
1999,Garrotxa,Llar residència,0,0,,,,2,23
1999,Garrotxa,Residència,0,0,,,,0,0
1999,Gironès,Llar amb suport,0,0,,,,0,0
1999,Gironès,Llar residència,1,14,0.0,0.0,1.0,4,37
1999,Gironès,Residència,0,0,,,,3,116
1999,Lluçanès,Llar amb suport,0,0,,,,0,0
1999,Lluçanès,Llar residència,0,0,,,,0,0
1999,Lluçanès,Residència,0,0,,,,0,0
1999,Maresme,Llar amb suport,0,0,,,,0,0
1999,Maresme,Llar residència,1,18,0.0,0.0,1.0,10,109
1999,Maresme,Residència,0,0,,,,4,248
1999,Moianès,Llar amb suport,0,0,,,,0,0
1999,Moianès,Llar residència,0,0,,,,1,9
1999,Moianès,Residència,0,0,,,,0,0
1999,Montsià,Llar amb suport,0,0,,,,0,0
1999,Montsià,Llar residència,0,0,,,,0,0
1999,Montsià,Residència,0,0,,,,1,31
1999,Noguera,Llar amb suport,0,0,,,,0,0
1999,Noguera,Llar residència,0,0,,,,2,21
1999,Noguera,Residència,0,0,,,,1,34
1999,Osona,Llar amb suport,0,0,,,,0,0
1999,Osona,Llar residència,0,0,,,,0,0
1999,Osona,Residència,1,56,1.0,0.0,0.0,1,56
1999,Pallars Jussà,Llar amb suport,0,0,,,,0,0
1999,Pallars Jussà,Llar residència,0,0,,,,0,0
1999,Pallars Jussà,Residència,0,0,,,,0,0
1999,Pallars Sobirà,Llar amb suport,0,0,,,,0,0
1999,Pallars Sobirà,Llar residència,0,0,,,,0,0
1999,Pallars Sobirà,Residència,0,0,,,,0,0
1999,Pla d'Urgell,Llar amb suport,0,0,,,,0,0
1999,Pla d'Urgell,Llar residència,0,0,,,,1,24
1999,Pla d'Urgell,Residència,0,0,,,,1,25
1999,Pla de l'Estany,Llar amb suport,0,0,,,,0,0
1999,Pla de l'Estany,Llar residència,0,0,,,,0,0
1999,Pla de l'Estany,Residència,0,0,,,,1,8
1999,Priorat,Llar amb suport,0,0,,,,0,0
1999,Priorat,Llar residència,0,0,,,,0,0
1999,Priorat,Residència,0,0,,,,0,0
1999,Ribera d'Ebre,Llar amb suport,0,0,,,,0,0
1999,Ribera d'Ebre,Llar residència,0,0,,,,0,0
1999,Ribera d'Ebre,Residència,0,0,,,,0,0
1999,Ripollès,Llar amb suport,0,0,,,,0,0
1999,Ripollès,Llar residència,0,0,,,,1,11
1999,Ripollès,Residència,0,0,,,,1,26
1999,Segarra,Llar amb suport,0,0,,,,0,0
1999,Segarra,Llar residència,0,0,,,,0,0
1999,Segarra,Residència,0,0,,,,0,0
1999,Segrià,Llar amb suport,0,0,,,,0,0
1999,Segrià,Llar residència,1,8,0.0,0.0,1.0,8,187
1999,Segrià,Residència,0,0,,,,3,208
1999,Selva,Llar amb suport,0,0,,,,0,0
1999,Selva,Llar residència,0,0,,,,3,67
1999,Selva,Residència,0,0,,,,1,79
1999,Solsonès,Llar amb suport,0,0,,,,0,0
1999,Solsonès,Llar residència,1,21,0.0,0.0,1.0,1,21
1999,Solsonès,Residència,0,0,,,,0,0
1999,Tarragonès,Llar amb suport,0,0,,,,0,0
1999,Tarragonès,Llar residència,0,0,,,,0,0
1999,Tarragonès,Residència,0,0,,,,0,0
1999,Terra Alta,Llar amb suport,0,0,,,,0,0
1999,Terra Alta,Llar residència,0,0,,,,0,0
1999,Terra Alta,Residència,0,0,,,,0,0
1999,Urgell,Llar amb suport,0,0,,,,0,0
1999,Urgell,Llar residència,0,0,,,,2,31
1999,Urgell,Residència,0,0,,,,0,0
1999,Val d'Aran,Llar amb suport,0,0,,,,0,0
1999,Val d'Aran,Llar residència,0,0,,,,0,0
1999,Val d'Aran,Residència,0,0,,,,0,0
1999,Vallès Occidental,Llar amb suport,0,0,,,,0,0
1999,Vallès Occidental,Llar residència,0,0,,,,10,132
1999,Vallès Occidental,Residència,0,0,,,,9,570
1999,Vallès Oriental,Llar amb suport,0,0,,,,0,0
1999,Vallès Oriental,Llar residència,1,17,0.0,0.0,1.0,3,49
1999,Vallès Oriental,Residència,0,0,,,,3,106
2000,Alt Camp,Llar amb suport,0,0,,,,0,0
2000,Alt Camp,Llar residència,1,8,0.0,0.0,1.0,1,8
2000,Alt Camp,Residència,0,0,,,,0,0
2000,Alt Empordà,Llar amb suport,0,0,,,,0,0
2000,Alt Empordà,Llar residència,0,0,,,,1,17
2000,Alt Empordà,Residència,0,0,,,,1,44
2000,Alt Penedès,Llar amb suport,0,0,,,,0,0
2000,Alt Penedès,Llar residència,0,0,,,,5,59
2000,Alt Penedès,Residència,0,0,,,,1,15
2000,Alt Urgell,Llar amb suport,0,0,,,,0,0
2000,Alt Urgell,Llar residència,0,0,,,,1,12
2000,Alt Urgell,Residència,0,0,,,,0,0
2000,Alta Ribagorça,Llar amb suport,0,0,,,,0,0
2000,Alta Ribagorça,Llar residència,0,0,,,,0,0
2000,Alta Ribagorça,Residència,0,0,,,,0,0
2000,Anoia,Llar amb suport,0,0,,,,0,0
2000,Anoia,Llar residència,0,0,,,,9,79
2000,Anoia,Residència,0,0,,,,2,47
2000,Bages,Llar amb suport,0,0,,,,0,0
2000,Bages,Llar residència,1,18,0.0,0.0,1.0,7,84
2000,Bages,Residència,0,0,,,,1,67
2000,Baix Camp,Llar amb suport,0,0,,,,0,0
2000,Baix Camp,Llar residència,1,11,0.0,0.0,1.0,1,11
2000,Baix Camp,Residència,0,0,,,,5,376
2000,Baix Ebre,Llar amb suport,0,0,,,,0,0
2000,Baix Ebre,Llar residència,0,0,,,,1,14
2000,Baix Ebre,Residència,0,0,,,,0,0
2000,Baix Empordà,Llar amb suport,0,0,,,,0,0
2000,Baix Empordà,Llar residència,1,12,0.0,0.0,1.0,1,12
2000,Baix Empordà,Residència,0,0,,,,0,0
2000,Baix Llobregat,Llar amb suport,0,0,,,,0,0
2000,Baix Llobregat,Llar residència,0,0,,,,6,119
2000,Baix Llobregat,Residència,0,0,,,,2,100
2000,Baix Penedès,Llar amb suport,0,0,,,,0,0
2000,Baix Penedès,Llar residència,0,0,,,,2,29
2000,Baix Penedès,Residència,0,0,,,,0,0
2000,Barcelonès,Llar amb suport,0,0,,,,0,0
2000,Barcelonès,Llar residència,2,21,0.0,0.0,2.0,27,334
2000,Barcelonès,Residència,2,36,0.0,0.0,2.0,12,466
2000,Berguedà,Llar amb suport,0,0,,,,0,0
2000,Berguedà,Llar residència,0,0,,,,2,12
2000,Berguedà,Residència,0,0,,,,0,0
2000,Cerdanya,Llar amb suport,0,0,,,,0,0
2000,Cerdanya,Llar residència,0,0,,,,0,0
2000,Cerdanya,Residència,0,0,,,,0,0
2000,Conca de Barberà,Llar amb suport,0,0,,,,0,0
2000,Conca de Barberà,Llar residència,1,21,0.0,0.0,1.0,1,21
2000,Conca de Barberà,Residència,0,0,,,,0,0
2000,Garraf,Llar amb suport,0,0,,,,0,0
2000,Garraf,Llar residència,0,0,,,,1,23
2000,Garraf,Residència,0,0,,,,0,0
2000,Garrigues,Llar amb suport,0,0,,,,0,0
2000,Garrigues,Llar residència,0,0,,,,1,20
2000,Garrigues,Residència,0,0,,,,0,0
2000,Garrotxa,Llar amb suport,0,0,,,,0,0
2000,Garrotxa,Llar residència,0,0,,,,2,23
2000,Garrotxa,Residència,0,0,,,,0,0
2000,Gironès,Llar amb suport,0,0,,,,0,0
2000,Gironès,Llar residència,1,12,0.0,0.0,1.0,5,49
2000,Gironès,Residència,0,0,,,,3,116
2000,Lluçanès,Llar amb suport,0,0,,,,0,0
2000,Lluçanès,Llar residència,0,0,,,,0,0
2000,Lluçanès,Residència,0,0,,,,0,0
2000,Maresme,Llar amb suport,0,0,,,,0,0
2000,Maresme,Llar residència,0,0,,,,10,109
2000,Maresme,Residència,0,0,,,,4,248
2000,Moianès,Llar amb suport,0,0,,,,0,0
2000,Moianès,Llar residència,0,0,,,,1,9
2000,Moianès,Residència,0,0,,,,0,0
2000,Montsià,Llar amb suport,0,0,,,,0,0
2000,Montsià,Llar residència,0,0,,,,0,0
2000,Montsià,Residència,0,0,,,,1,31
2000,Noguera,Llar amb suport,0,0,,,,0,0
2000,Noguera,Llar residència,0,0,,,,2,21
2000,Noguera,Residència,0,0,,,,1,34
2000,Osona,Llar amb suport,0,0,,,,0,0
2000,Osona,Llar residència,0,0,,,,0,0
2000,Osona,Residència,0,0,,,,1,56
2000,Pallars Jussà,Llar amb suport,0,0,,,,0,0
2000,Pallars Jussà,Llar residència,0,0,,,,0,0
2000,Pallars Jussà,Residència,0,0,,,,0,0
2000,Pallars Sobirà,Llar amb suport,0,0,,,,0,0
2000,Pallars Sobirà,Llar residència,0,0,,,,0,0
2000,Pallars Sobirà,Residència,0,0,,,,0,0
2000,Pla d'Urgell,Llar amb suport,0,0,,,,0,0
2000,Pla d'Urgell,Llar residència,0,0,,,,1,24
2000,Pla d'Urgell,Residència,0,0,,,,1,25
2000,Pla de l'Estany,Llar amb suport,0,0,,,,0,0
2000,Pla de l'Estany,Llar residència,0,0,,,,0,0
2000,Pla de l'Estany,Residència,0,0,,,,1,8
2000,Priorat,Llar amb suport,0,0,,,,0,0
2000,Priorat,Llar residència,0,0,,,,0,0
2000,Priorat,Residència,0,0,,,,0,0
2000,Ribera d'Ebre,Llar amb suport,0,0,,,,0,0
2000,Ribera d'Ebre,Llar residència,0,0,,,,0,0
2000,Ribera d'Ebre,Residència,0,0,,,,0,0
2000,Ripollès,Llar amb suport,0,0,,,,0,0
2000,Ripollès,Llar residència,1,11,0.0,0.0,1.0,2,22
2000,Ripollès,Residència,0,0,,,,1,26
2000,Segarra,Llar amb suport,0,0,,,,0,0
2000,Segarra,Llar residència,0,0,,,,0,0
2000,Segarra,Residència,0,0,,,,0,0
2000,Segrià,Llar amb suport,0,0,,,,0,0
2000,Segrià,Llar residència,0,0,,,,8,187
2000,Segrià,Residència,0,0,,,,3,208
2000,Selva,Llar amb suport,0,0,,,,0,0
2000,Selva,Llar residència,0,0,,,,3,67
2000,Selva,Residència,0,0,,,,1,79
2000,Solsonès,Llar amb suport,0,0,,,,0,0
2000,Solsonès,Llar residència,0,0,,,,1,21
2000,Solsonès,Residència,0,0,,,,0,0
2000,Tarragonès,Llar amb suport,0,0,,,,0,0
2000,Tarragonès,Llar residència,0,0,,,,0,0
2000,Tarragonès,Residència,0,0,,,,0,0
2000,Terra Alta,Llar amb suport,0,0,,,,0,0
2000,Terra Alta,Llar residència,0,0,,,,0,0
2000,Terra Alta,Residència,0,0,,,,0,0
2000,Urgell,Llar amb suport,0,0,,,,0,0
2000,Urgell,Llar residència,1,40,0.0,0.0,1.0,3,71
2000,Urgell,Residència,0,0,,,,0,0
2000,Val d'Aran,Llar amb suport,0,0,,,,0,0
2000,Val d'Aran,Llar residència,0,0,,,,0,0
2000,Val d'Aran,Residència,0,0,,,,0,0
2000,Vallès Occidental,Llar amb suport,0,0,,,,0,0
2000,Vallès Occidental,Llar residència,0,0,,,,10,132
2000,Vallès Occidental,Residència,0,0,,,,9,570
2000,Vallès Oriental,Llar amb suport,0,0,,,,0,0
2000,Vallès Oriental,Llar residència,0,0,,,,3,49
2000,Vallès Oriental,Residència,0,0,,,,3,106
2001,Alt Camp,Llar amb suport,0,0,,,,0,0
2001,Alt Camp,Llar residència,0,0,,,,1,8
2001,Alt Camp,Residència,0,0,,,,0,0
2001,Alt Empordà,Llar amb suport,0,0,,,,0,0
2001,Alt Empordà,Llar residència,0,0,,,,1,17
2001,Alt Empordà,Residència,0,0,,,,1,44
2001,Alt Penedès,Llar amb suport,0,0,,,,0,0
2001,Alt Penedès,Llar residència,0,0,,,,5,59
2001,Alt Penedès,Residència,0,0,,,,1,15
2001,Alt Urgell,Llar amb suport,0,0,,,,0,0
2001,Alt Urgell,Llar residència,0,0,,,,1,12
2001,Alt Urgell,Residència,0,0,,,,0,0
2001,Alta Ribagorça,Llar amb suport,0,0,,,,0,0
2001,Alta Ribagorça,Llar residència,0,0,,,,0,0
2001,Alta Ribagorça,Residència,0,0,,,,0,0
2001,Anoia,Llar amb suport,0,0,,,,0,0
2001,Anoia,Llar residència,0,0,,,,9,79
2001,Anoia,Residència,0,0,,,,2,47
2001,Bages,Llar amb suport,0,0,,,,0,0
2001,Bages,Llar residència,0,0,,,,7,84
2001,Bages,Residència,0,0,,,,1,67
2001,Baix Camp,Llar amb suport,0,0,,,,0,0
2001,Baix Camp,Llar residència,0,0,,,,1,11
2001,Baix Camp,Residència,0,0,,,,5,376
2001,Baix Ebre,Llar amb suport,0,0,,,,0,0
2001,Baix Ebre,Llar residència,1,12,0.0,0.0,1.0,2,26
2001,Baix Ebre,Residència,0,0,,,,0,0
2001,Baix Empordà,Llar amb suport,0,0,,,,0,0
2001,Baix Empordà,Llar residència,0,0,,,,1,12
2001,Baix Empordà,Residència,0,0,,,,0,0
2001,Baix Llobregat,Llar amb suport,0,0,,,,0,0
2001,Baix Llobregat,Llar residència,1,18,0.0,0.0,1.0,7,137
2001,Baix Llobregat,Residència,0,0,,,,2,100
2001,Baix Penedès,Llar amb suport,0,0,,,,0,0
2001,Baix Penedès,Llar residència,0,0,,,,2,29
2001,Baix Penedès,Residència,0,0,,,,0,0
2001,Barcelonès,Llar amb suport,1,7,0.0,0.0,1.0,1,7
2001,Barcelonès,Llar residència,1,10,0.0,0.0,1.0,28,344
2001,Barcelonès,Residència,0,0,,,,12,466
2001,Berguedà,Llar amb suport,0,0,,,,0,0
2001,Berguedà,Llar residència,0,0,,,,2,12
2001,Berguedà,Residència,0,0,,,,0,0
2001,Cerdanya,Llar amb suport,0,0,,,,0,0
2001,Cerdanya,Llar residència,0,0,,,,0,0
2001,Cerdanya,Residència,0,0,,,,0,0
2001,Conca de Barberà,Llar amb suport,0,0,,,,0,0
2001,Conca de Barberà,Llar residència,0,0,,,,1,21
2001,Conca de Barberà,Residència,0,0,,,,0,0
2001,Garraf,Llar amb suport,0,0,,,,0,0
2001,Garraf,Llar residència,0,0,,,,1,23
2001,Garraf,Residència,0,0,,,,0,0
2001,Garrigues,Llar amb suport,0,0,,,,0,0
2001,Garrigues,Llar residència,0,0,,,,1,20
2001,Garrigues,Residència,0,0,,,,0,0
2001,Garrotxa,Llar amb suport,0,0,,,,0,0
2001,Garrotxa,Llar residència,0,0,,,,2,23
2001,Garrotxa,Residència,0,0,,,,0,0
2001,Gironès,Llar amb suport,0,0,,,,0,0
2001,Gironès,Llar residència,0,0,,,,5,49
2001,Gironès,Residència,1,8,0.0,0.0,1.0,4,124
2001,Lluçanès,Llar amb suport,0,0,,,,0,0
2001,Lluçanès,Llar residència,0,0,,,,0,0
2001,Lluçanès,Residència,0,0,,,,0,0
2001,Maresme,Llar amb suport,0,0,,,,0,0
2001,Maresme,Llar residència,2,30,0.0,0.0,2.0,12,139
2001,Maresme,Residència,0,0,,,,4,248
2001,Moianès,Llar amb suport,0,0,,,,0,0
2001,Moianès,Llar residència,0,0,,,,1,9
2001,Moianès,Residència,0,0,,,,0,0
2001,Montsià,Llar amb suport,0,0,,,,0,0
2001,Montsià,Llar residència,0,0,,,,0,0
2001,Montsià,Residència,0,0,,,,1,31
